feature_hash,occurrences,label_count,labels
14780546301552177491,10,2,BENIGN | DoS Hulk
15875132556858801266,2,2,BENIGN | PortScan
3580596172311189655,5,2,BENIGN | PortScan
9122434822416771053,5,2,BENIGN | PortScan
7455896603224211567,2,2,BENIGN | PortScan
13447343664103278612,6,2,BENIGN | PortScan
7470443009431162056,4,2,BENIGN | PortScan
8798323387661161487,7,2,BENIGN | PortScan
2770258077844971795,6,2,BENIGN | PortScan
12926468249975412283,8,2,BENIGN | PortScan
4688681433223303882,3,2,BENIGN | PortScan
12563804452095557539,2,2,BENIGN | PortScan
10053011233183495195,2,2,BENIGN | PortScan
18321768290815356364,3,2,BENIGN | PortScan
17774689887667002554,5,2,BENIGN | PortScan
6364278468843791230,2,2,BENIGN | PortScan
7254697699457344431,3,2,BENIGN | PortScan
1204695850719235493,2,2,BENIGN | PortScan
13566776004033960672,4,2,BENIGN | PortScan
6212354631195372637,2,2,BENIGN | PortScan
14504030561716905953,7,2,BENIGN | PortScan
7998727110670608181,2,2,BENIGN | PortScan
4634593814119437954,2,2,BENIGN | PortScan
5255067998942339207,3,2,BENIGN | PortScan
15543729298103403722,5,2,BENIGN | PortScan
5047457995741372245,3,2,BENIGN | PortScan
1062094147004444119,6,2,BENIGN | PortScan
10514539175422416273,4,2,BENIGN | PortScan
10556913787257093559,5,2,BENIGN | PortScan
5940647393561899848,6,2,BENIGN | PortScan
7825274841740379787,5,2,BENIGN | PortScan
8260700032885801847,3,2,BENIGN | PortScan
6640247998240269126,2,2,BENIGN | PortScan
18108088430525474305,3,2,BENIGN | PortScan
12380414922967645360,2,2,BENIGN | PortScan
3680612348543072543,4,2,BENIGN | PortScan
15700042235830695836,2,2,BENIGN | PortScan
7058524287351939291,2,2,BENIGN | PortScan
2016078384413825496,3,2,BENIGN | PortScan
2282786883673286648,2,2,BENIGN | PortScan
11120643211469310725,2,2,BENIGN | PortScan
3980062153093305303,3,2,BENIGN | PortScan
4219119812462913548,3,2,BENIGN | PortScan
5506901631387997246,2,2,BENIGN | PortScan
16678378129212713717,2,2,BENIGN | PortScan
12451194946559373649,3,2,BENIGN | PortScan
2548581290707240402,3,2,BENIGN | PortScan
1687544688851535697,4,2,BENIGN | PortScan
15037916521885840765,4,2,BENIGN | PortScan
17149398088851759158,2,2,BENIGN | PortScan
11093528321939850558,2,2,BENIGN | PortScan
1332011253778364352,2,2,BENIGN | PortScan
14626402309141358657,2,2,BENIGN | PortScan
17211944924800132977,6,2,BENIGN | PortScan
11509316137077432361,2,2,BENIGN | PortScan
15368642533735292687,2,2,BENIGN | PortScan
8875997074492606636,2,2,BENIGN | PortScan
970378435872598075,2,2,BENIGN | PortScan
5839460200920800006,8,2,BENIGN | PortScan
10313870130802364204,8,2,BENIGN | PortScan
17709814344592985669,2,2,BENIGN | PortScan
6134419323535199793,5,2,BENIGN | PortScan
17029124031073459194,4,2,BENIGN | PortScan
16693928804966542833,3,2,BENIGN | PortScan
14651762851338313366,3,2,BENIGN | PortScan
4113478822567263473,3,2,BENIGN | PortScan
9067944772111683276,2,2,BENIGN | PortScan
10657937877643912516,2,2,BENIGN | PortScan
4490414578292752006,2,2,BENIGN | PortScan
3063496016917007405,5,2,BENIGN | PortScan
17776709432397899092,3,2,BENIGN | PortScan
1782648362787017219,2,2,BENIGN | PortScan
15049795816692766115,3,2,BENIGN | PortScan
9719609509838812768,2,2,BENIGN | PortScan
4109728683671525125,3,2,BENIGN | PortScan
8246848317924499971,3,2,BENIGN | PortScan
15495483353991881763,3,2,BENIGN | PortScan
7462152386876571501,7,2,BENIGN | PortScan
6731707802602111025,3,2,BENIGN | PortScan
10120224715797476167,4,2,BENIGN | PortScan
11753188621141267897,4,2,BENIGN | PortScan
16934357426700608129,2,2,BENIGN | PortScan
10166976388409953510,3,2,BENIGN | PortScan
5966239567897534632,4,2,BENIGN | PortScan
377455020728585823,2,2,BENIGN | PortScan
5238415403259937288,3,2,BENIGN | PortScan
2535724809876246650,2,2,BENIGN | PortScan
78648907410353886,2,2,BENIGN | PortScan
6998247783141003871,2,2,BENIGN | PortScan
97607990746794942,4,2,BENIGN | PortScan
14160904829813072449,3,2,BENIGN | PortScan
11957541316981231051,2,2,BENIGN | PortScan
14746900893320167848,3,2,BENIGN | PortScan
12372541416228246649,10,2,BENIGN | PortScan
14469473352510532591,3,2,BENIGN | PortScan
14142929762620696311,4,2,BENIGN | PortScan
3423048889056117343,4,2,BENIGN | PortScan
6057925776800243390,6,2,BENIGN | PortScan
4353668898608840647,3,2,BENIGN | PortScan
13493786117365026790,2,2,BENIGN | PortScan
7675438021975706943,2,2,BENIGN | PortScan
15251066067959357976,3,2,BENIGN | PortScan
17103179113815372815,3,2,BENIGN | PortScan
6847681546345435771,3,2,BENIGN | PortScan
17097177679903681356,3,2,BENIGN | PortScan
3382525529202749371,3,2,BENIGN | PortScan
15220747363402277733,2,2,BENIGN | PortScan
13697953529286458351,7,2,BENIGN | PortScan
7999665818923982925,3,2,BENIGN | PortScan
311459902668532356,3,2,BENIGN | PortScan
16910061133065867830,3,2,BENIGN | PortScan
10379526895019408573,2,2,BENIGN | PortScan
3467871500297606932,6,2,BENIGN | PortScan
5192522269280841058,2,2,BENIGN | PortScan
4068426401739068530,3,2,BENIGN | PortScan
14871779494217096491,4,2,BENIGN | PortScan
12733993253997267338,5,2,BENIGN | PortScan
12780637280447628065,5,2,BENIGN | PortScan
10180396333211492674,3,2,BENIGN | PortScan
11589346648417669580,2,2,BENIGN | PortScan
15243158076386839757,3,2,BENIGN | PortScan
3761319425899395420,3,2,BENIGN | PortScan
9838110849037936240,2,2,BENIGN | PortScan
3965944323925247836,2,2,BENIGN | PortScan
1631096031405778421,5,2,BENIGN | PortScan
13214956367118333422,3,2,BENIGN | PortScan
12142126204196828905,4,2,BENIGN | PortScan
3642665439301149290,3,2,BENIGN | PortScan
191575008513063953,3,2,BENIGN | PortScan
1648660346084847436,4,2,BENIGN | PortScan
11461200108328246014,4,2,BENIGN | PortScan
12551305455370938386,3,2,BENIGN | PortScan
12718745978785066326,3,2,BENIGN | PortScan
3606674548234197787,5,2,BENIGN | PortScan
16380822630199171520,3,2,BENIGN | PortScan
15772420524076349243,2,2,BENIGN | PortScan
7642293104471348260,2,2,BENIGN | PortScan
3420794069125329243,4,2,BENIGN | PortScan
14288189370078785229,3,2,BENIGN | PortScan
2169235986560397818,3,2,BENIGN | PortScan
6993782681065457396,3,2,BENIGN | PortScan
15994411028184402987,4,2,BENIGN | PortScan
7569395874314676390,3,2,BENIGN | PortScan
9014347575685034224,2,2,BENIGN | PortScan
11905939339259856029,3,2,BENIGN | PortScan
355182672423060118,2,2,BENIGN | PortScan
9474070419528991953,3,2,BENIGN | PortScan
6486947212071853696,3,2,BENIGN | PortScan
8365139595420595841,2,2,BENIGN | PortScan
1725938451001370193,3,2,BENIGN | PortScan
3811026695505513229,4,2,BENIGN | PortScan
8250316502382670402,2,2,BENIGN | PortScan
5061910741216530683,2,2,BENIGN | PortScan
2399392474316606365,2,2,BENIGN | PortScan
12571997867734275613,5,2,BENIGN | PortScan
13676051832299967159,3,2,BENIGN | PortScan
9355897135581700026,2,2,BENIGN | PortScan
1622671530428707142,2,2,BENIGN | PortScan
9806953957111301233,3,2,BENIGN | PortScan
17319119621071001186,2,2,BENIGN | PortScan
13367744186902023762,2,2,BENIGN | PortScan
1190371086409453963,4,2,BENIGN | PortScan
1247645970757078291,3,2,BENIGN | PortScan
6342952226477570874,3,2,BENIGN | PortScan
4694687760928731551,3,2,BENIGN | PortScan
9524228265716062735,2,2,BENIGN | PortScan
15268665767625380248,5,2,BENIGN | PortScan
3570740318916400465,4,2,BENIGN | PortScan
14667726817067393284,2,2,BENIGN | PortScan
2890643295452212968,2,2,BENIGN | PortScan
3645585323428417337,4,2,BENIGN | PortScan
2206403618483070903,2,2,BENIGN | PortScan
4075562981954954295,3,2,BENIGN | PortScan
2422680223382649936,2,2,BENIGN | PortScan
3625775206424559474,3,2,BENIGN | PortScan
4962454530780381472,3,2,BENIGN | PortScan
8869593651228005739,2,2,BENIGN | PortScan
2806848931533065620,2,2,BENIGN | PortScan
5858810727346995214,4,2,BENIGN | PortScan
5295988574029405364,2,2,BENIGN | PortScan
3280711976800793231,2,2,BENIGN | PortScan
17858004616672893605,2,2,BENIGN | PortScan
8823386360563933583,3,2,BENIGN | PortScan
3551532968872696965,6,2,BENIGN | PortScan
6103094708559809728,2,2,BENIGN | PortScan
14708188496007796713,2,2,BENIGN | PortScan
11946455150649530288,4,2,BENIGN | PortScan
10736398676924850571,2,2,BENIGN | PortScan
17720224052141213119,2,2,BENIGN | PortScan
10978003175529643547,3,2,BENIGN | PortScan
16888800148664725331,3,2,BENIGN | PortScan
5191699715061542749,2,2,BENIGN | PortScan
16210787912514827911,2,2,BENIGN | PortScan
13414985806477837916,3,2,BENIGN | PortScan
3002045957276361400,3,2,BENIGN | PortScan
17308871821305572193,3,2,BENIGN | PortScan
8507169220278581596,5,2,BENIGN | PortScan
13195608614160978330,6,2,BENIGN | PortScan
967710474895413654,2,2,BENIGN | PortScan
6235476771127492676,7,2,BENIGN | PortScan
5379553865428893125,2,2,BENIGN | PortScan
14142363675675779346,2,2,BENIGN | PortScan
11799475708854283229,2,2,BENIGN | PortScan
11575925988969637184,3,2,BENIGN | PortScan
10424857915553279246,6,2,BENIGN | PortScan
18045174174834531898,2,2,BENIGN | PortScan
11133981708603731302,3,2,BENIGN | PortScan
2207650216123818768,5,2,BENIGN | PortScan
6619769935156436844,5,2,BENIGN | PortScan
13377111153712129795,3,2,BENIGN | PortScan
8235526772490604387,3,2,BENIGN | PortScan
5106089151762838806,3,2,BENIGN | PortScan
10046349847953043318,3,2,BENIGN | PortScan
6874709517866566099,2,2,BENIGN | PortScan
10405761461430888553,5,2,BENIGN | PortScan
8660356607355117017,3,2,BENIGN | PortScan
2674613623724657689,2,2,BENIGN | PortScan
14195586107629228001,4,2,BENIGN | PortScan
4232572718110223684,2,2,BENIGN | PortScan
16179890482509366933,3,2,BENIGN | PortScan
17951922769546878946,6,2,BENIGN | PortScan
8863095109863326216,4,2,BENIGN | PortScan
15022979362691790132,3,2,BENIGN | PortScan
16635745954667498446,2,2,BENIGN | PortScan
13920808936787161124,4,2,BENIGN | PortScan
459984035224135900,3,2,BENIGN | PortScan
3313926137288415018,3,2,BENIGN | PortScan
58175373278617653,3,2,BENIGN | PortScan
15679070294636017204,3,2,BENIGN | PortScan
18144816785167910830,3,2,BENIGN | PortScan
2578193963659479720,2,2,BENIGN | PortScan
3529275570034946962,2,2,BENIGN | PortScan
11748588749188928651,2,2,BENIGN | PortScan
4514049085913113938,2,2,BENIGN | PortScan
4567943627979024765,2,2,BENIGN | PortScan
15293769134009984729,3,2,BENIGN | PortScan
14492017023748920940,2,2,BENIGN | PortScan
5559055530335957745,3,2,BENIGN | PortScan
17351605869372001292,4,2,BENIGN | PortScan
3346487788518421189,3,2,BENIGN | PortScan
6231358215552811084,2,2,BENIGN | PortScan
836850782620433092,3,2,BENIGN | PortScan
4343984809429663213,2,2,BENIGN | PortScan
10088590129875187299,2,2,BENIGN | PortScan
15149765237013347263,4,2,BENIGN | PortScan
15874891395332610115,2,2,BENIGN | PortScan
8283288683453950933,3,2,BENIGN | PortScan
4152421959917784553,2,2,BENIGN | PortScan
8400839540378906219,2,2,BENIGN | PortScan
13585785325684922312,2,2,BENIGN | PortScan
1271542970078723013,3,2,BENIGN | PortScan
16985347490191073456,2,2,BENIGN | PortScan
16050886399251721282,3,2,BENIGN | PortScan
12830776267605215742,5,2,BENIGN | PortScan
9938138854761684076,2,2,BENIGN | PortScan
385014035645817740,2,2,BENIGN | PortScan
10581277276166091007,2,2,BENIGN | PortScan
3830375605319703447,3,2,BENIGN | PortScan
1968656505665587933,2,2,BENIGN | PortScan
8844558989930652653,2,2,BENIGN | PortScan
2827920508969866730,2,2,BENIGN | PortScan
17091509357825632771,4,2,BENIGN | PortScan
6668645379772361820,2,2,BENIGN | PortScan
14129835122579102656,2,2,BENIGN | PortScan
11569719345011262680,2,2,BENIGN | PortScan
7365574832581766917,2,2,BENIGN | PortScan
4738622802526141307,3,2,BENIGN | PortScan
13924928948612786948,2,2,BENIGN | PortScan
11415243048840944991,2,2,BENIGN | PortScan
13878444708414627884,2,2,BENIGN | PortScan
18175978988755068394,2,2,BENIGN | PortScan
2688007472678076213,2,2,BENIGN | PortScan
9722864062587628907,2,2,BENIGN | PortScan
15971598682343654839,4,2,BENIGN | PortScan
16613283385391515125,2,2,BENIGN | PortScan
18046795878221800838,2,2,BENIGN | PortScan
12075027609765312025,6,2,BENIGN | PortScan
16970978487575291739,4,2,BENIGN | PortScan
7742268437011425511,2,2,BENIGN | PortScan
566527325258450929,2,2,BENIGN | PortScan
12418872248591999099,2,2,BENIGN | PortScan
14782353642430216295,2,2,BENIGN | PortScan
3371812778896209505,2,2,BENIGN | PortScan
7954292380348829275,2,2,BENIGN | PortScan
13922586163449740172,3,2,BENIGN | PortScan
3780358292207029582,2,2,BENIGN | PortScan
5865614618948739235,3,2,BENIGN | PortScan
5494992206689428174,2,2,BENIGN | PortScan
7353052179324611548,2,2,BENIGN | PortScan
8438216491740273512,2,2,BENIGN | PortScan
18094169969616903292,3,2,BENIGN | PortScan
6887231500239106337,4,2,BENIGN | PortScan
12283278165214053316,3,2,BENIGN | PortScan
16556476711037453699,3,2,BENIGN | PortScan
17029398803527520721,2,2,BENIGN | PortScan
9121374645700642444,2,2,BENIGN | PortScan
5499222720074076659,2,2,BENIGN | PortScan
11627330816480659029,3,2,BENIGN | PortScan
6451195409396345186,3,2,BENIGN | PortScan
9906094489845324388,2,2,BENIGN | PortScan
3253694666615136868,2,2,BENIGN | PortScan
6356565014782352458,2,2,BENIGN | PortScan
10487030714632144260,2,2,BENIGN | PortScan
17137709290850300326,3,2,BENIGN | PortScan
18060988040536042303,2,2,BENIGN | PortScan
2502924806006753979,2,2,BENIGN | PortScan
1973443252161446759,2,2,BENIGN | PortScan
437250948343596275,5,2,BENIGN | PortScan
7037099022560566480,2,2,BENIGN | PortScan
17698179181305788398,2,2,BENIGN | PortScan
8751152283928977198,3,2,BENIGN | PortScan
11366972778329805469,2,2,BENIGN | PortScan
11562256541489469429,2,2,BENIGN | PortScan
15392870536998117763,4,2,BENIGN | PortScan
13242240254713884749,2,2,BENIGN | PortScan
16205965992801759180,3,2,BENIGN | PortScan
9837883879410809028,2,2,BENIGN | PortScan
9778496509671836980,3,2,BENIGN | PortScan
1079298118965370599,2,2,BENIGN | PortScan
14831020820971115719,3,2,BENIGN | PortScan
9793882854419164782,2,2,BENIGN | PortScan
15365615043319669108,3,2,BENIGN | PortScan
16809676815869413903,2,2,BENIGN | PortScan
5708875449412714027,2,2,BENIGN | PortScan
18090276328893489565,2,2,BENIGN | PortScan
8294227201273563792,4,2,BENIGN | PortScan
13421277220790576242,2,2,BENIGN | PortScan
16798594268693386589,3,2,BENIGN | PortScan
11340757449971999731,3,2,BENIGN | PortScan
12409478740791912595,2,2,BENIGN | PortScan
38227122635730256,2,2,BENIGN | PortScan
6998155207987402381,2,2,BENIGN | PortScan
12684447360364794794,2,2,BENIGN | PortScan
5116372817156667420,2,2,BENIGN | PortScan
10610081514141087880,3,2,BENIGN | PortScan
10345996545687240580,2,2,BENIGN | PortScan
3199083366198185587,2,2,BENIGN | PortScan
4412990507468326393,3,2,BENIGN | PortScan
12151604849606986585,3,2,BENIGN | PortScan
6669960837992288087,2,2,BENIGN | PortScan
956246544360115607,3,2,BENIGN | PortScan
12068377970557578325,4,2,BENIGN | PortScan
14708473158291123953,3,2,BENIGN | PortScan
9229086032545040975,2,2,BENIGN | PortScan
5420369152154648966,2,2,BENIGN | PortScan
10508651538710877052,2,2,BENIGN | PortScan
8217039000823199184,3,2,BENIGN | PortScan
11671895640743154996,2,2,BENIGN | PortScan
10896112673998734422,2,2,BENIGN | PortScan
17858251902445897368,2,2,BENIGN | PortScan
13576116068733934092,2,2,BENIGN | PortScan
4577311046746712006,3,2,BENIGN | PortScan
9655309016465780825,3,2,BENIGN | PortScan
8167083890117882895,2,2,BENIGN | PortScan
3808042456287408840,7,2,BENIGN | PortScan
10958989833621579203,2,2,BENIGN | PortScan
873276563491853549,2,2,BENIGN | PortScan
3235450919797130292,3,2,BENIGN | PortScan
4560930259144208757,2,2,BENIGN | PortScan
1808282947548660919,3,2,BENIGN | PortScan
9278446003970987278,3,2,BENIGN | PortScan
7176721156001149305,4,2,BENIGN | PortScan
521502804743739295,3,2,BENIGN | PortScan
1623416294070193893,2,2,BENIGN | PortScan
17005773103586283835,2,2,BENIGN | PortScan
1404293074692275316,2,2,BENIGN | PortScan
9081775802336875461,2,2,BENIGN | PortScan
16415852142446993208,3,2,BENIGN | PortScan
1755921664980385890,2,2,BENIGN | PortScan
18073477515090986512,2,2,BENIGN | PortScan
8503463080331147291,2,2,BENIGN | PortScan
7944580543865432323,5,2,BENIGN | PortScan
10517517488573700012,2,2,BENIGN | PortScan
8981056538011539239,3,2,BENIGN | PortScan
16108836461502517061,2,2,BENIGN | PortScan
928587670687214840,2,2,BENIGN | PortScan
9941908858021046142,3,2,BENIGN | PortScan
2284481933727241125,3,2,BENIGN | PortScan
1054037332907617571,2,2,BENIGN | PortScan
1579269167347121208,4,2,BENIGN | PortScan
10513220466471979622,2,2,BENIGN | PortScan
14419359403701663282,2,2,BENIGN | PortScan
9180879411589610542,2,2,BENIGN | PortScan
16944968895853691984,2,2,BENIGN | PortScan
15934088092756169632,2,2,BENIGN | PortScan
17302713306808914161,2,2,BENIGN | PortScan
2841232240782396983,2,2,BENIGN | PortScan
5736794080378452122,2,2,BENIGN | PortScan
16270314704989868727,3,2,BENIGN | PortScan
7970821543335212789,2,2,BENIGN | PortScan
7010205773464418240,2,2,BENIGN | PortScan
4542216652081456211,3,2,BENIGN | PortScan
1105402850454226173,2,2,BENIGN | PortScan
3738766760520863774,2,2,BENIGN | PortScan
2573375250942262891,2,2,BENIGN | PortScan
8881900133698100004,2,2,BENIGN | PortScan
7289235604757944246,3,2,BENIGN | PortScan
3033204542740109255,2,2,BENIGN | PortScan
9948198927796471536,4,2,BENIGN | PortScan
6326549009687781619,2,2,BENIGN | PortScan
4315245086068386472,3,2,BENIGN | PortScan
12750773050958237632,2,2,BENIGN | PortScan
6027927901462931844,3,2,BENIGN | PortScan
16389914038952289271,2,2,BENIGN | PortScan
8222459500130663156,2,2,BENIGN | PortScan
10020323757791381718,2,2,BENIGN | PortScan
17021028791678334822,4,2,BENIGN | PortScan
10824099252368034220,2,2,BENIGN | PortScan
17655090555892241936,2,2,BENIGN | PortScan
13044907132490670915,3,2,BENIGN | PortScan
5079238098554134640,2,2,BENIGN | PortScan
3072006758528623709,2,2,BENIGN | PortScan
10273642616963503978,3,2,BENIGN | PortScan
7257953708243764840,2,2,BENIGN | PortScan
1313255628720916466,2,2,BENIGN | PortScan
1664481833673357887,2,2,BENIGN | PortScan
11795120251270045455,2,2,BENIGN | PortScan
2945265727515639283,2,2,BENIGN | PortScan
13046859116144170029,2,2,BENIGN | PortScan
7005875015149765061,2,2,BENIGN | PortScan
11922453958239183282,2,2,BENIGN | PortScan
7207339750989179361,2,2,BENIGN | PortScan
10330247679807809727,3,2,BENIGN | PortScan
3005221531842948174,3,2,BENIGN | PortScan
9074561204635414375,3,2,BENIGN | PortScan
11594930125159233062,2,2,BENIGN | PortScan
11243147036428414604,2,2,BENIGN | PortScan
6053873862143280355,2,2,BENIGN | PortScan
10500574811462464158,4,2,BENIGN | DoS Hulk
16402224909483089800,2,2,BENIGN | PortScan
4219157182119715067,3,2,BENIGN | PortScan
4575744853255604953,2,2,BENIGN | PortScan
13296684010776897912,2,2,BENIGN | PortScan
11436185384977495398,4,2,BENIGN | PortScan
12599137059917330517,2,2,BENIGN | PortScan
2322455850105431551,2,2,BENIGN | PortScan
7830856630432596143,2,2,BENIGN | PortScan
13552271847720529054,2,2,BENIGN | PortScan
7057807900901225011,3,2,BENIGN | PortScan
775857302187879770,2,2,BENIGN | PortScan
546510148970306116,2,2,BENIGN | PortScan
16752772120884847457,2,2,BENIGN | PortScan
8137415550428134103,2,2,BENIGN | PortScan
8035988120294101598,2,2,BENIGN | PortScan
16772766440063079552,2,2,BENIGN | PortScan
8058179171543581024,2,2,BENIGN | PortScan
8590881949051985572,2,2,BENIGN | PortScan
5604717572504171974,2,2,BENIGN | PortScan
5265207652589909462,2,2,BENIGN | PortScan
129440869859764056,2,2,BENIGN | PortScan
14866263971539361557,2,2,BENIGN | PortScan
7683943629576548381,2,2,BENIGN | PortScan
10891890329680381519,3,2,BENIGN | PortScan
17094733009317774241,2,2,BENIGN | PortScan
8069157457790801238,2,2,BENIGN | PortScan
6606146487998504779,3,2,BENIGN | PortScan
18012197422661402532,2,2,BENIGN | PortScan
16769458761251658506,3,2,BENIGN | PortScan
14623902763145783807,2,2,BENIGN | PortScan
9966108163658358990,2,2,BENIGN | PortScan
17523868714782224340,2,2,BENIGN | PortScan
15217092275594825184,2,2,BENIGN | PortScan
1403681534609433998,2,2,BENIGN | PortScan
16860154824463616045,2,2,BENIGN | PortScan
17487509679189310417,2,2,BENIGN | PortScan
2705244717537166442,3,2,BENIGN | PortScan
2126810359247247158,2,2,BENIGN | PortScan
5281725964802643524,2,2,BENIGN | PortScan
15774744161507713803,2,2,BENIGN | PortScan
2152304223099164678,4,2,BENIGN | PortScan
5725138779163537331,2,2,BENIGN | PortScan
14847935835272674606,2,2,BENIGN | PortScan
2236582952122291507,2,2,BENIGN | PortScan
2298230349285261589,2,2,BENIGN | PortScan
11506849083806960603,2,2,BENIGN | PortScan
16040512750529835405,2,2,BENIGN | PortScan
17665935536972187340,2,2,BENIGN | PortScan
9499453275612026269,2,2,BENIGN | PortScan
18088807870254222218,2,2,BENIGN | PortScan
17247734357729240340,2,2,BENIGN | PortScan
14600269199571361763,2,2,BENIGN | PortScan
18173451118894835070,2,2,BENIGN | PortScan
8653130188210270867,2,2,BENIGN | PortScan
6362066059375495856,2,2,BENIGN | PortScan
11486535789874087615,2,2,BENIGN | PortScan
4274131203225125742,2,2,BENIGN | PortScan
4027048203843045141,2,2,BENIGN | PortScan
8370787859145599,2,2,BENIGN | PortScan
4848005986946543414,3,2,BENIGN | PortScan
246980840227270741,3,2,BENIGN | PortScan
6518939851677544442,2,2,BENIGN | PortScan
3446389247849158599,2,2,BENIGN | PortScan
13465254956932209479,2,2,BENIGN | PortScan
15059256718787207149,2,2,BENIGN | PortScan
9056818146182630656,2,2,BENIGN | PortScan
6873431829130909825,2,2,BENIGN | PortScan
15617819437167948674,2,2,BENIGN | PortScan
14235030632319975453,2,2,BENIGN | PortScan
11219104371421971323,2,2,BENIGN | PortScan
2812356256161765069,2,2,BENIGN | PortScan
6280899998477040834,2,2,BENIGN | PortScan
3643179198519180059,2,2,BENIGN | PortScan
8972127681188885240,2,2,BENIGN | PortScan
5415639771830075269,2,2,BENIGN | PortScan
17861017256910935649,2,2,BENIGN | PortScan
9432507962797286611,2,2,BENIGN | PortScan
14527681580319470218,3,2,BENIGN | PortScan
8181486811442397505,2,2,BENIGN | PortScan
4303614474748405956,2,2,BENIGN | PortScan
2417992169691236715,2,2,BENIGN | PortScan
10884989630885974570,2,2,BENIGN | PortScan
16068782231282848490,2,2,BENIGN | PortScan
5893503531118326823,2,2,BENIGN | PortScan
10482937895657986994,2,2,BENIGN | PortScan
9700820279349205857,2,2,BENIGN | PortScan
13717402076099084510,2,2,BENIGN | PortScan
1086773895058218252,2,2,BENIGN | PortScan
7708007220783776568,3,2,BENIGN | PortScan
3964585740253673961,2,2,BENIGN | PortScan
4831382883350249524,2,2,BENIGN | PortScan
12421114777696919412,2,2,BENIGN | PortScan
9999397387798554479,2,2,BENIGN | PortScan
12197664632410935283,2,2,BENIGN | PortScan
6466932388384806916,2,2,BENIGN | PortScan
6325966723142452692,18,2,BENIGN | DoS Hulk
2630356063418234612,11,2,BENIGN | DoS Hulk
13166065048234098488,8,2,BENIGN | DoS Hulk
14980223192479222106,164,2,BENIGN | DoS Hulk
10067114407147793028,3,2,BENIGN | DoS Hulk
18397594290926255579,12,2,BENIGN | DoS Hulk
4700929955432337747,2,2,BENIGN | DoS Hulk
5920535103123302941,2,2,BENIGN | DoS Hulk
14848173148509952467,4,2,BENIGN | DoS Hulk
16477926396787665471,2,2,BENIGN | DoS Hulk
9754427028844431846,8,2,BENIGN | DoS Hulk
4597847218445305235,2,2,BENIGN | DoS Hulk
12153265399612759749,12,2,BENIGN | DoS Hulk
1782209773689106078,2,2,BENIGN | DoS Hulk
13650918532099240464,18,2,BENIGN | DoS Hulk
17391001080197786903,2,2,BENIGN | DoS Hulk
9378039335458199429,4,2,BENIGN | DoS Hulk
14137240373742940295,4,2,BENIGN | DoS Hulk
11724528108772194310,3,2,BENIGN | DoS Hulk
2347166692409631301,5,2,BENIGN | DoS Hulk
12192277995386384742,3,2,BENIGN | DoS Hulk
5974847570543354071,5,2,BENIGN | DoS Slowloris
6050227154632928041,2,2,BENIGN | DoS Hulk
13329162094160842740,6,2,BENIGN | DoS Hulk
4855009796914144858,133,2,BENIGN | DoS Hulk
